tmdbId,title,overview,cast,director
97795,Apartment 143 (2011),"A team of parapsychologists sets out to investigate a series of anomalous phenomena taking place in a newly occupied apartment. Telephone calls with no caller, mysterious shadows, extraordinary light emissions, flying objects, and exploding light bulbs are some of the events they will face while recording their every step with state-of-the-art technology. Using infrared filming, digital photography, psychophonic recordings, movement detectors, and magnetic field alteration meters, the groupâ€™s attempts to contact the â€œother sideâ€ will grow increasingly dangerous as they near a point of no return.","Kai Lennox,Rick Gonzalez,Fiona Glascott",Carles Torrens
126278,"Vampir (Cuadecuc, vampir) (1971)","Vampir-Cuadecuc is a 1970 experimental feature film by Catalan filmmaker Pere Portabella.  The entire film is photographed on high contrast black &amp; white film stock, which gives it the appearance of a degraded film print, evoking early Expressionist horror films such as F. W. Murnau's Nosferatu or Carl Theodor Dreyer's Vampyr. It was shot on the set of Jesus Franco's Count Dracula, starring Christopher Lee and Herbert Lom. The sound track is by frequent Portabella collaborator Carles Santos, and the only spoken dialogue in the film appears only in the last scene, which features Lee reading from Bram Stoker's original novel.","Christopher Lee,Herbert Lom,Soledad Miranda",
24421,Stag Night (2008),"Four guys on a bachelor party get off the subway at a station that shut down in the 70's and, after watching a transit cop get brutally murdered, find themselves running for their lives beneath the streets of NY.","Scott Adkins,Kip Pardue,Vinessa Shaw",
71679,Resident Evil: Retribution (2012),"The Umbrella Corporationâ€™s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human raceâ€™s last and only hope, Alice, awakens in the heart of Umbrellaâ€™s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.","Milla Jovovich,Sienna Guillory,Michelle Rodriguez",
137145,247?øF (2011) ,"Four friends travel to a lakeside cabin for a carefree weekend, the fun turns into a nightmare when 3 of them end up locked in a hot sauna. Every minute counts and every degree matters as they fight for their lives in the heat up to 247Â°F.","Scout Taylor-Compton,Travis Van Winkle,Michael Copon",Beqa Jguburia
55723,ChromeSkull: Laid to Rest 2 (2011),"""ChromeSkull"" is the sequel to the 2009 horror hit ""Laid to Rest."" It brings back ChromeSkull, who barely escaped death in the first movie and is hell-bent on continuing where he left off... and forging a new path of terror and destruction.","Brian Austin Green,Thomas Dekker,Mimi Michaels",
84348,V/H/S (2012),"When a group of misfits is hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for.","Lane Hughes,Adam Wingard,Hannah Fierman",Joe Swanberg
82505,House at the End of the Street (2012),"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.","Jennifer Lawrence,Elisabeth Shue,Max Thieriot",Mark Tonderai
5422,Sexy Nights of the Living Dead (1980),A sailor takes an American businessman and his girlfriend to an island where the businessman wants to build a resort. Soon a weird voodoo couple show up and warn them of bad things that are going to happen. It doesn't take long for the zombies to show up and start chowing down on human flesh. The main characters do manage to fit in quite a bit of sex though.,"Laura Gemser,George Eastman,Dirce Funari",Joe D'Amato
86703,2-Headed Shark Attack (2012),"A Semester at Sea ship is attacked and sunk by a mutated two-headed shark, and the survivors seek refuge on a deserted atoll. The coeds, however, are no longer safe when the atoll starts flooding.","Carmen Electra,Charlie O'Connell,Brooke Hogan",Christopher Ray
75318,Hood of the Living Dead (2005),"Death is only the beginning for the young victim of a drive-by shooting. Devastated at the loss of his younger brother Jermaine, scientific older sibling Ricky uses the situation as an opportunity to test an experimental serum designed to breathe new life into dead cells. Though Ricky's reanimation serum does indeed help to get his previously deceased younger brother back on his feet, Jermaine's insatiable hunger for human flesh soon spreads like wildfire throughout the neighborhood, leaving his older brother to find a way to halt the epidemic before the army of flesh-eaters become too powerful to be contained.","Johanna Christensen,Brandon Daniels,Daniel Landeros",Jose Quiroz
124597,Genocide (Konch?¯ daisens??) (1968),A series of separate experiments involving poisonous insects by a pair of disparate characters fuses with a plot about an American H-bomb that's been accidentally droppedâ€”intactâ€”on a remote Japanese island and is the subject of a frenetic search by American officers and shady local characters with ulterior motives of their own. (IMDb),"Keisuke Sonoi,YÅ«suke Kawazu,Emi Shindo",Kazui Nihonmatsu
42628,"Goke, Body Snatcher from Hell (Kyuketsuki Gokemidoro) (1968)",The survivors of a plane crash in a remote area are attacked by blob-like alien creatures that turn their victims into blood-thirsty vampires.,"Teruo Yoshida,Tomomi SatÃ´,Hideo KÃ´",Hajime Sato
124423,"Living Skeleton, The (Ky?¯ketsu dokuro-sen) (1968)","The tale begins on the freighter Dragon King, which has been taken over by a motley band of good-for-nothings looking to get their hands on the cargo of gold the ship is carrying. The passengers and crew, their legs bound by shackles and chains, are gathered on deck, where they are gleefully massacred by the thieves. With the witnesses dead and the gold theirs, the murderous thugs set the Dragon King drifting out across the vast Pacific.","Kikko Matsuoka,Yasunori Irikawa,Masumi Okada",Hiroshi Matsuno
10089,Evil Bong (2006),"A group of stoners inhale more than they bargained for when they smoke from an evil bong in this campy comedy. The guys buy a vintage bong named EeBee from an ad in High Times magazine, but they have no idea the possessed pipe will gradually suck them into a horrifying surreal world. As they fight for their lives, EeBee's former owner (none other than Tommy Chong) -- the only one who understands the power of the bong -- tries to rescue them.","David Weidoff,John Patrick Jordan,Mitch Eakins",Charles Band
123359,Here Comes the Devil (Ah?? va el diablo) (2012),"A married couple loses their children while on a family trip near some caves in Tijuana. The kids eventually reappear without explanation, but it becomes clear that they are not who they used to be, that something terrifying has changed them.","Francisco Barreiro,Giancarlo Ruiz,Laura Caro",
84577,7 Below (Seven Below) (2012),The story centers on a group of strangers trapped in a time warp house where a terrible event transpired exactly 100 years prior.,"Val Kilmer,Ving Rhames,Luke Goss",
57230,Viy or Spirit of Evil (Viy) (1967),A young priest is ordered to preside over the wake of a witch in the church of a remote village. This means spending three nights alone with the corpse with only his faith to protect him.,"Leonid Kuravlyov,Natalya Varley,Aleksey Glazyrin",
110336,Blood of Dracula (1957),A medical examiner suspects a vampire might be responsible for the mysterious murders at the Sherwood School For Girls.,"Susan Harrison,Louise Lewis,Gail Ganley",Herbert L. Strock
62214,Frankenweenie (2012),"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.","Charlie Tahan,Catherine O'Hara,Martin Short",
15004,His Name Was Jason: 30 Years of Friday the 13th (2009),"A retrospective documentary about the groundbreaking horror series, Friday the 13th, featuring interviews with cast and crew from the twelve films spanning 3 decades.","Diane Almeida,Erich Anderson,Judie Aronson",Daniel Farrands
82507,Sinister (2012),"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.","Ethan Hawke,Juliet Rylance,Vincent D'Onofrio",Scott Derrickson
48202,Creature from the Haunted Sea (1961),A crook decides to bump off members of his inept crew and blame their deaths on a legendary sea creature. What he doesn't know is that the creature is real.,"Antony Carbone,Betsy Jones-Moreland,Robert Towne",Roger Corman
34078,"Screaming Skull, The (1958)","Newlyweds Eric and Jenni Whitlock retire to his desolate mansion, where Eric's first wife Marianne died from a mysterious freak accident. Jenni, who has a history of mental illness, begins to see strange things including a mysterious skull, which may or may not be a product of her imagination.","John Hudson,Peggy Webber,Russ Conway",Alex Nicol
116463,Arachnoquake (2012),"Giant albino spiders break free from the depths of Earth in New Orleans, making everyoneâ€™s worst nightmare a reality.","Edward Furlong,Bug Hall,Olivia Hardt",Griff Furst
89723,"Gorilla, The (1939)","When an escaped circus gorilla appears to have gone on a murderous rampage, a threatened attorney calls on the detective trio of Garrity, Harrigan and Mullivan to act as bodyguards.  In short order, we discover that there is more to the attorney than meets the eye, and the ape may be innocent after all.  When a pretty young heiress faces peril, it's up to our heroic trio to save the day.","Jimmy Ritz,Harry Ritz,Al Ritz",Allan Dwan
32904,Tony (2009),"Unemployed and unemployable, Tony is a sympathetic recluse with severe social problems, an addiction to VHS action films and a horrible moustache. Occasionally he snaps and murder is the resultâ€¦","Peter Ferdinando,Ricky Grover,Neil Maskell",
80280,[REC]?? 3 G??nesis (2012),"The action now takes place miles away from the original location and partly in broad daylight, giving the film an entirely fresh yet disturbing new reality. The infection has left the building. In a clever twist that draws together the plots of the first two movies, this third part of the saga also works as a decoder to uncover information hidden in the first two films and leaves the door open for the final installment, the future '[REC] 4 Apocalypse.'","Leticia Dolera,Diego MartÃ­n,Ismael MartÃ­nez",
122804,Greystone Park (2012),"In October 2009, the filmmakers went into an abandoned psychiatric hospital to explore the 'haunted' institution, famous for its radical treatment of patients with mental illness. Electroshock, insulin therapy, and lobotomies were commonplace. Once inside, the filmmakers quickly discovered that they were not alone.","Oliver Stone,Alexander Wraith,Pete Antico",
135368,"Barrens, The (2012)",A man takes his family on a camping trip and becomes convinced they are being stalked by the legendary monster of the New Jersey Pine Barrens: the Jersey Devil.,"Stephen Moyer,Mia Kirshner,Allie MacDonald",
82990,Paranormal Activity 4 (2012),"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.","Katie Featherston,Kathryn Newton,Matt Shively",Henry Joost
42712,"X from Outer Space, The (Uch?¯ daikaij?¯ Girara) (1967)","The spaceship AAB-Gamma is dispatched from FAFC headquarters in Japan to make a landing on the planet Mars and investigate reports of UFOs in the area. As they near the red planet, they encounter a mysterious UFO that coats the ship's hull with unusual spores. Taking one of the specimens back to earth, it soon develops and grows into a giant chicken-lizard-alien monster that tramples Japan.","Shunya Wazaki,Itoko Harada,Shinichi Yanagisawa",
86759,Rosewood Lane (2011),"Radio talk show therapist Sonny Blake (Rose McGowan) moves back to her childhood home on seemingly idyllic Rosewood Lane after her alcoholic father dies. But upon arrival in the old neighborhood, Sonny discovers her neighbors are terrified of the local paperboy (Daniel Ross Owens). She thinks this is ridiculous, until she encounters the boy himself. It turns out that he is a cunning and dangerous sociopath, one who may have gruesomely killed her father - and others.","Rose McGowan,Lauren VÃ©lez,Ray Wise",
61012,Silent Hill: Revelation 3D (2012),"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.","Adelaide Clemens,Radha Mitchell,Carrie-Anne Moss",
27420,Graduation Day (1981),"After a high school track runner, named Laura, suddenly dies from a heart attack after finishing a 30-second 200-meter race, a killer wearing a sweat suit and a fencing mask begins killing off her friends on the school track team one by one. The suspects include the track coach Michaels, Laura's sister Anne who arrives in town for the funeral, the creepy school principal Mr. Guglione, and Laura's strange boyfriend Kevin.","Christopher George,Patch Mackenzie,E. Danny Murphy",
26233,April Fool's Day (2008),"The new ""April Fool's"" revolves around a party given by two rich siblings for their friend. Tragedy strikes when a friend falls over a balcony and dies. One year later, the teens responsible for the accident become the targets of a twisted killer who begins hunting them down one by one.","Taylor Cole,Josh Henderson,Scout Taylor-Compton",
181628,Search for the Beast (1997),"Dr. David Stone is a scientist with a special interest in legends about the Okaloosa wilderness, where a violent, man-like beast is said to dwell, and where many campers have disappeared over the years. When local moneyman Milton St. John offers to fund an expedition to look for the monster, Stone readily accepts, not realizing that St. John's son was one of those missing campers, and that his financier is not interested in science, but in getting revenge on the beast!",,R.G. Arledge
39814,Salvage (2009),"When a container washes ashore the residents of a sleepy cul-de-sac are plunged into violence, terror and paranoia. Ring fenced by the military a single mother must overcome all the odds to save her daughter.","Shahid Ahmed,Sufian Ashraf,Ben Batt",
84194,Excision (2012),"Alienated teen Pauline struggles with the pressures of fitting into high school, pleasing her mother and a burning desire to lose her virginity. With a grotesque curiosity for the darker side of life, Pauline is considered a social outcast by everyone around her. Enticed by flesh, she retreats into her own fantasies and hopes to become a great surgeon - that is, if she doesn't go insane first.","AnnaLynne McCord,Traci Lords,Ariel Winter",
118957,Bait (2012),A freak tsunami traps shoppers at a coastal Australian supermarket inside the building ... along with a 12-foot great white shark.,"Sharni Vinson,Phoebe Tonkin,Julian McMahon",Kimble Rendall
46429,Gallowwalkers (2012),"When a nun broke her covenant with God to save the life of  her unborn son, Aman, he was cursed for life. As an adult, Aman has killed those who have crossed him. But his curse brings his victims back to life and they pursue him for revenge, so Aman enlists a young gunman to fight by his side against his undead victims.","Wesley Snipes,Riley Smith,Tanit Phoenix",
45961,Rosencrantz and Guildenstern Are Undead (2009),"Julian Marsh is an out of work ladies' man who lands a job directing a bizarre adaptation of Hamlet. After casting his best friend and his ex-girlfriend in the show, Julian finds himself in the middle of a two thousand year old conspiracy that explains the connection between Shakespeare, the Holy Grail and some seriously sexy vampires. It turns out that the play was actually written by a master vampire name Theo Horace and it's up to Julian to recover the Grail in order to reverse the vampire's curse...If only being undead wasn't so much God-damned fun!","Jake Hoffman,Devon Aoki,Geneva Carr",
123105,"Bay, The (2012)","Two million fish washed ashore. One thousand blackbirds dropped from the sky. On July 4, 2009 a deadly menace swept through the quaint seaside town of Claridge, Maryland, but the harrowing story of what happened that Independence Day has never been toldâ€”until now. The authorities believed they had buried the truth about the tragedy that claimed over 700 human lives. Now, three years later, a reporter has emerged with footage revealing the cover-up and an unimaginable killer: a mysterious parasitic outbreak. Told from the perspective of those who were there and saw what happened, The Bay unfolds over 24 hours through people's iPhones, Androids, 911 calls, webcams, and whatever else could be used to document the nightmare in Claridge. What follows is a nerve-shredding tale of a small town plunged into absolute terror.","Kristen Connolly,Will Rogers,Michael Beasley",Barry Levinson
105531,Jack and Diane (2012),"Jack and Diane, two teenage girls, meet in New York City and spend the night kissing ferociously. Diane's charming innocence quickly begins to open Jack's tough skinned heart. But, when Jack discovers that Diane is leaving the country in a week she tries to push her away. Diane must struggle to keep their love alive while hiding the secret that her newly awakened sexual desire is giving her werewolf-like visions.","Juno Temple,Riley Keough,Kylie Minogue",
34004,Children of the Living Dead (2001),"Starting a new life in a quiet Pennsylvania town, Matthew Michaels only thought is to turn an old farm property into a profitable car dealership. He soon discovers that beneath the gentle surface, this small town is anything but calm and peaceful.  Firstly, he learns that his new property is located on the site of a graveyard, which all the townsfolk regard as an evil place that must never be visited.  He then discovers that years earlier the town had suffered an infestation of the living dead ...zombies who prey on human flesh. One zombie, the infamous Abbot Hayes, escaped destruction.  As the construction team begin degging, they unleash the thing the townsfolk fear the most, the wrath of Abbot Hayes and the awakening of ... The Children of the Living Dead.","Tom Savini,Damien Luvara,Jamie McCoy",Tor Ramsey
40343,Death Weekend (1976),"Harry is a rich dentist who often brings women up to his rural lakehouse. One weekend, he invites Diane, a former fashion model. On their way to the house, Diane runs a gang of thugs off the road. Humiliated, the thugs track down the couple for revenge.","Brenda Vaccaro,Don Stroud,Chuck Shamata",
42939,"Tomb, The (2007)","Based on a story by the master of outrageous horror, H.P. Lovecraft, this bloodcurdling film introduces the ""Puppetmaster."" Imprisoning a group of people in a living hell of darkness and death the Puppetmaster controls the fate of each one. One by one, the captives awake in agonizing pain - some are slightly injured, others are fatally wounded. The survivors are also mentally tortured by the unseen villain, who demands that there can be only one winner at this game.","Victoria Ullmann,Christian Behm,Gerard Griesbaum",
114606,Cockneys vs Zombies (2012),A gang of bank robbers team up with the residents of an old people's home to try to survive a zombie outbreak.,"Michelle Ryan,Georgia King,Alan Ford",Matthias Hoene
52001,Citadel (2012),"Citadel tells the story of widower and single father Tommy Cowley, a man inflicted with chronic agoraphobia since the day his wife was attacked. He was unable to protect her. He lives in Edenstown, the council estate from hell. Here he finds himself terrorized by a gang of syringe wielding feral children, who are intent on taking his baby daughter. With the help of a kind Nurse and a renegade Priest, Tommy learns the nightmarish truth surrounding these hooded children. He also learns that to be free of his fears, he must finally face the demons of his past and enter the one place he fears the most - The abandoned Tower block known as the Citadel","James Cosmo,Aneurin Barnard,Amy Shiels",
58790,Bloodtide (1982),An adventurer hunting for treasure in Greece accidentally frees a monster that forces local villagers to sacrifice virgins,"James Earl Jones,JosÃ© Ferrer,Lila Kedrova",
12594,Wishmaster 2: Evil Never Dies (1999),"During a failed art heist, the Djinn is once again liberated. This time, to complete the 1001 wishes that he needs before the final 3, he lets himself go to prison, where he starts his evil reign twisting the hopes of the prisoners. Meanwhile, the woman who set him free accidentally, Morgana, tries to find a way to stop him, aided by a young priest.","Holly Fields,Chris Weber,Al Foster",
53354,In Their Sleep (Dans ton sommeil) (2010),"Sarah's life is in pieces after the brutal death of her 18 year-old son. One night, her car accidentally hits Arthur, a young man the same age as her boy who is running from a burglar. Sarah sympathizes with him and takes him in, only to be tracked down by the burglar whose murderous rage towards Arthur forces her to take action.","Anne Parillaud,Arthur Dupont,Thierry FrÃ©mont",
73935,Vamps (2012),The modern-day story focuses on two beautiful young vampires who are living the good nightlife in New York until love enters the picture and each has to make a choice that will jeopardize their immortality.,"Alicia Silverstone,Krysten Ritter,Sigourney Weaver",
114958,Storage 24 (2012),"Something nasty is lurking inside a secure storage unit. When a group of people get trapped inside, they need to find a way to get out of a building that's designed to keep things in...","Noel Clarke,Colin O'Donoghue,Antonia Campbell-Hughes",
70584,Hellraiser: Revelations (2011),"Two friends in Mexico discover the Lament Configuration and unleash Pinhead, but one decides to try to survive by swapping himself with someone else. Once they go missing, family members go in search of them, but find Pinhead instead.","Steven Brand,Nick Eversman,Tracey Fairaway",VÃ­ctor GarcÃ­a
24409,Nightmare Man (2006),"After receiving a mysterious demonic African mask in the mail, Ellen Morris is attacked by a ""being"" she refers to as THE NIGHTMARE MAN. Her doctors and husband, William believe Ellen is a paranoid schizophrenic and needs to spend some quality time at a mental facility for further examination.","Tiffany Shepis,Blythe Metz,Luciano Szafir",
28790,Arcade (1993),"Alex Manning and her friends decide to visit the local video arcade known as ""Dante's Inferno"" where a new virtual reality arcade game called ""Arcade"" is being test marketed by a computer company CEO. However, it soon becomes clear that the teenagers who lose are being imprisoned inside the virtual reality world by the central villain ""Arcade"" and takes over their minds.","Megan Ward,Peter Billingsley,John de Lancie",Albert Pyun
57529,Ghost Voyage (2008),A group of passengers plot their escape off a haunted ship to hell.,"Antonio SabÃ to, Jr.,Deanna Russo,Nicolas Irons",James Oxford
36960,Memory (2006),"Dr. Taylor Biggs is haunted by a past that's not his own. A hallucinatory drug gives him the power to see visions of vicious crimes, visions made all that more disturbing when he discovers that the murderous memories may belong to the father he never knew . Biggs's mother, whose own failing memory makes her powerless to help him unravel his family history.","Billy Zane,Tricia Helfer,Dennis Hopper",
125490,Antiviral (2012),"After becoming infected with the virus that killed superstar Hannah Geist, Syd March must unravel the mystery surrounding her death to save his own life .","Caleb Landry Jones,Sarah Gadon,Malcolm McDowell",
82654,Warm Bodies (2013),"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.","Nicholas Hoult,Teresa Palmer,Lio Tipton",
94583,"Gay Bed and Breakfast of Terror, The (2007)","Helen and Luella are just another typical God-fearing mother and daughter who happen to bake Mincemeat muffins and run a charming if not a bit faded Bed and Breakfast Inn. Or are they? On the eve of the biggest gay party weekend of the year, and having not made advance reservations, five 'couples' find themselves having to make accommodations far from the city. There's Dom and Alex, the 'performers' and Deborah and Gabby, the sophisticated, entrepreneurial 'lipsticks'. There's also Mike and Eric, the upscale 'yuppie' power couple and their annoying 'fag-hag' friend, Lizette. Also checking in are Starr and Brenda, the struggling folk singer and tough-talking tomboy and lastly Rodney and Todd, the sugar daddy and 'personal trainer'. What should have been the biggest gay party weekend of the year quickly turns into every gay and lesbian's worst nightmare!","Marie Marks,Michael Soldier,Georgia Jean",Jaymes Thompson
96648,Asylum Blackout (2011),A group of cooks at an asylum for the criminally insane get locked in with the inmates during a massive thunderstorm,"Kenny Doughty,Rupert Evans,Dave Legeno",Alexandre Courtes
116979,Chained (2012),"A serial killer kidnaps a young boy after murdering his mother, then raises him to be his accomplice. After years in captivity, the boy must choose between escaping or following in his captor's bloody footprints.","Vincent D'Onofrio,Eamon Farren,Evan Bird",
28733,"Count Yorga, Vampire (1970)","Sixties couples Michael and Donna and Paul and Erica become involved with the intense Count Yorga at a Los Angeles sÃ©ance, the Count having latterly been involved with Erica's just-dead mother. After taking the Count home, Paul and Erica are waylayed, and next day a listless Erica is diagnosed by their doctor as having lost a lot of blood. When she is later found feasting on the family cat the doctor becomes convinced vampirism is at work, and that its focus is Count Yorga and his large isolated house.","Robert Quarry,Roger Perry,Michael Murphy",
64792,"Red Shoes, The (Bunhongsin) (2005)","A woman who finds a pair of pink high heels on a subway platform soon realizes that jealousy, greed, and death follow them wherever they go.","Kim Hye-soo,Kim Sung-su,Park Yeon-ah",
36172,Negative Happy Chainsaw Edge (Negatibu happ?? ch?¦ns?? ejji) (2007),"One day, apathetic high school student Yosuke meets a beautiful girl named Eri. Eri does battle every night with an indestructible, chainsaw-wielding maniac, â€œChainsaw Manâ€. As Yosuke and Eri bond, he eventually joins the fight. Features CG effects by the talents behind the â€œDeath Noteâ€ series. Based on the best-selling novel by Tatsuhiko Takimoto.","Hayato Ichihara,Megumi Seki,Haruma Miura",Takuji Kitamura
99106,Mahakaal (The Monster) (1993),"A demon torments the family and friends of Anita in order to take revenge on his death, which was caused by her police-officer father. The rest of the movie is how Anita tackles the demon with the help of her boyfriend.","Karan Shah,Archana Puran Singh,Johnny Lever",Tulsi Ramsay
41153,I Bought a Vampire Motorcycle (1990),"When a motorbike gang kills an occultist, the evil spirit he was summoning inhabits a damaged bike. The bike is then bought and restored, but reveals its true nature when it tries to exact vengance on the gang, and anyone else who gets in its way.","Neil Morrissey,Amanda Noar,Michael Elphick",Dirk Campbell
42532,Willard (1971),"A social misfit, Willard is made fun of by his co-workers, and squeezed out of the company started by his deceased father by his boss. His only friends are a couple of rats he raised at home, Ben and Socrates. (And their increasing number of friends) However, when one of them is killed at work, he goes on a rampage using his rats to attack those who have been tormenting him.","Bruce Davison,Ernest Borgnine,Sondra Locke",Daniel Mann
44470,Ice Cream Man (1995),"Poor Gregory, after being released from the Wishing Well Sanatorium, all he wants to do is make the children happy. So Gregory reopens the old ice cream factory, and all the unappreciative brats are reprocessed into the flavor of the day.","Clint Howard,Olivia Hussey,David Warner",Norman Apstein
44732,Spring Break Shark Attack (2005),"A young teenager travels to Florida, unknowing that a group of dangerous tiger sharks are ravaging the beach.","Shannon Lucio,Riley Smith,Justin Baldoni",Paul Shapiro
16315,Campfire Tales (1997),"Anthology of famous, scary urban legends done with a modern twist.","Jay R. Ferguson,Christine Taylor,Christopher Masterson",David Semel
139455,Silent Night (2012),The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,"Jaime King,Malcolm McDowell,Brendan Fehr",Steven C. Miller
63517,"Turn of the Screw, The (2009)","A young governess, Ann, is sent to a country house to take care of two orphans, Miles and Flora. Soon after her arrival, Miles is expelled from boarding school. Although charmed by her young charge, she secretly fears there are ominous reasons behind his expulsion. With Miles back at home, the governess starts noticing ethereal figures roaming the estate's grounds. Desperate to learn more about these sinister sightings she discovers that the suspicious circumstances surrounding the death of her predecessor hold grim implications for herself. As she becomes increasingly fearful that malevolent forces are stalking the children the governess is determined to save them, risking herself and her sanity in the process.","Michelle Dockery,Eva Sayer,Josef Lindsay",Tim Fywell
97051,Would You Rather (2012),"Desperate to help her ailing brother, a young woman agrees to compete in a deadly game of ""Would You Rather,"" hosted by a sadistic aristocrat.","Brittany Snow,Jeffrey Combs,Jonny Coyne",David Guy Levy
28751,976-EVIL II (1992),"After being bestowed with demonic powers following a phone call to Hell, a psychotic teacher begins a rampage of death and destruction in a small town, forcing a teen and her boyfriend to fight him off so that they can get away.","Debbie James,RenÃ© Assa,Patrick O'Bryan",Jim Wynorski
55952,Xtro 2: The Second Encounter (1991),"Scientists at a secret underground complex have found a way to travel to another dimension. Three dimension-travellers are the first to go through the gate - but are soon attacked by something that interrupts the communication with Earth. This horrible something uses the gate to travel back to the underground complex. Most of the staff are evacuated, except four heavily-armed militaries and Dr. Casserly and Dr. Summerfield who just can't stand each other.","Jan-Michael Vincent,Paul Koslo,Tara Buckman",Harry Bromley Davenport
57597,Xtro 3: Watch the Skies (1995),"Marines on a deserted island are ordered to disfuse bombs, but then an alien creature terrorizes them.","J. Marvin Campbell,Douglas Cavanaugh,Robert Culp",Harry Bromley Davenport
74726,Juan of the Dead (Juan de los Muertos) (2011),"While Havana is full of zombies hungry for human flesh, official media reported that the disturbances are caused by dissidents paid by the United States. Panic seizes all until Juan comes to the rescue: he discovers he can kill the undead destroying his brain, and decides to start a small business under the slogan ""We kill your loved ones.""","Alexis DÃ­az de Villegas,Jorge Molina,Andros PerugorrÃ­a",
75761,John Dies at the End (2012),"A new drug promises out-of-body experiences, but users are coming back changed forever, and an otherworldly invasion of Earth is underway.","Chase Williamson,Rob Mayes,Doug Jones",
134597,"Collection, The (2012)","Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.","Josh Stewart,Emma Fitzpatrick,Christopher McDonald",
115241,Stevie (2008),"After a long and unsuccessful period trying to have a family, Claire and Adrian finally adopt a girl. The coming of Isabel is desired by almost the whole family but making a six-year-old girl with a past of her own fit into her new life might be something more complicated than they expected. Strange things start to happen from the moment Isabel ""and her imaginary friend, Stevie"", come to live with them. The situation becomes more complicated when Stevie's behavior becomes aggressive. Only Claire and Isabel know that Stevie is more than just a figment of Isabel's imagination. Claire, with the no one's support, will do everything to find out who Stevie is and what he wants. Perhaps if she succeeds, she will be able to recoup their lives and have the family she had desired for so long.","Catherine McCormack,Jordi MollÃ ,Silvia Tortosa",Bryan Goeres
4910,"Man Who Haunted Himself, The (1970)","Harold Pelham, a partner in a large electronics firm, finds himself in bewildering circumstances after recovering from a near-fatal car accident. What causes him to renounce his high business principles? Why do friends and colleagues repeatedly sight him in places he has never been? And why does Julie, an attractive girl he has seen only once, claim such an intimate relationship with him? Does Pelham really have a doppelganger â€“ or is he losing his mind?","Roger Moore,Anton Rodgers,Olga Georges-Picot",
169836,"Demon in My View, A (Der Mann nebenan) (1991)",A strangler known as the Kenbourne Killer has been murdering streetwalkers for 25 years. The police set out to track him down.,"Anthony Perkins,Uwe Bohm,Sophie Ward",Petra Haffter
31022,Aftermath (1994),"When the others leave for the night, the last mortician begins to fondle the corpses. He quickly moves to the corpse of a young woman who died in a car crash.","Pep Tosar,Xevi Collellmir,Jordi Tarrida",
76617,Texas Chainsaw 3D (2013),"A young woman learns that she has inherited a Texas estate from her deceased grandmother.Â After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansionâ€™s dank cellars.","Alexandra Daddario,Dan Yeager,Trey Songz",John Luessenhop
22066,"Marsh, The (2006)",Writer Claire Holloway is troubled by nightmares of Rose Marsh Farm. She decides to vacation at the farm which unbeknown to her is haunted by the ghost of a little girl and a teenage boy. Claire enlists the help of Geoffry Hunt to help uncover a decade old tragedy.,"Gabrielle Anwar,Louis Ferreira,Forest Whitaker",Jordan Barker
86632,Mad Ron's Prevues from Hell (1987),Deranged projectionist Mad Ron shows a movie theater full of rowdy zombies a diverse assortment of horror and exploitation film trailers from his private collection while ventriloquist Nick Pawlow and his foul-mouthed zombie dummy Happy Goldsplatt provide lowbrow comic relief.,"NIck Pawlow,Happy Goldsplatt",Jim Monaco
